,Unnamed: 0,Unnamed: 0.1,vendor_name,Trip_Pickup_DateTime,Trip_Dropoff_DateTime,Passenger_Count,Trip_Distance,Start_Lon,Start_Lat,Rate_Code,store_and_forward,End_Lon,End_Lat,Payment_Type,Fare_Amt,surcharge,mta_tax,Tip_Amt,Tolls_Amt,Total_Amt
77743,79082,2292432,CMT,2009-01-15 12:47:55,2009-01-15 13:02:37,1,1.3,-73.99759299999998,40.74675,,,-73.98699399999998,40.765321,Credit,8.9,0.0,,1.33,0.0,10.23
173586,176478,5121461,DDS,2009-01-15 12:47:56,2009-01-15 13:27:54,1,19.7,-73.77675,40.645405,,,-74.01295,40.707883,CREDIT,45.0,0.0,,5.0,0.0,50.0
262540,266924,7742326,CMT,2009-01-15 12:47:56,2009-01-15 12:57:31,1,1.2,-73.969982,40.763864,,,-73.989908,40.771438,Credit,6.9,0.0,,2.5,0.0,9.4
240241,244234,7087502,CMT,2009-01-15 12:47:57,2009-01-15 13:03:09,1,6.4,-73.971422,40.764428,,,-74.011367,40.701764,Credit,16.5,0.0,,4.12,0.0,20.62
288595,293445,8515502,CMT,2009-01-15 12:47:57,2009-01-15 12:59:06,1,2.0,-73.99299399999998,40.758586,,,-73.99556599999998,40.73686,Cash,8.099999999999998,0.0,,0.0,0.0,8.099999999999998
244241,248313,7203985,CMT,2009-01-15 12:47:58,2009-01-15 12:51:18,1,0.6999999999999998,-73.957908,40.769348,,,-73.964448,40.760405,Credit,4.1,0.0,,0.9,0.0,5.0
261848,266216,7721378,CMT,2009-01-15 12:47:58,2009-01-15 12:53:22,2,0.6999999999999998,-73.97797099999998,40.758121,,,-73.98441699999998,40.748425,Cash,4.9,0.0,,0.0,0.0,4.9
125809,127938,3714365,DDS,2009-01-15 12:47:58,2009-01-15 13:20:27,1,4.2,-74.01005999999998,40.70957,,,-73.98632399999998,40.759276,CASH,17.3,0.0,,0.0,0.0,17.3
109684,111555,3241902,CMT,2009-01-15 12:47:59,2009-01-15 12:58:17,1,0.8999999999999999,-73.95160799999998,40.769807,,,-73.96465899999998,40.773008,Cash,6.9,0.0,,0.0,0.0,6.9
69935,71138,2062140,CMT,2009-01-15 12:47:59,2009-01-15 12:56:51,1,1.5,-73.96052199999998,40.807509,,,-73.939358,40.805142,Cash,7.3,0.0,,0.0,0.0,7.3
89332,90866,2635843,CMT,2009-01-15 12:47:59,2009-01-15 12:59:10,1,2.1,-73.984086,40.754664,,,-74.00634599999998,40.739711,Credit,8.099999999999998,0.0,,3.0,0.0,11.1
59119,60148,1743904,CMT,2009-01-15 12:47:59,2009-01-15 13:01:17,1,2.9,-73.98506899999998,40.757217,,,-73.978274,40.725056,Cash,10.5,0.0,,0.0,0.0,10.5
48347,49187,1418297,CMT,2009-01-15 12:47:59,2009-01-15 12:58:20,1,2.2,-73.959996,40.769536,,,-73.97323699999998,40.790148,Credit,8.5,0.0,,2.12,0.0,10.62
428220,435394,12619714,CMT,2009-01-15 12:47:59,2009-01-15 13:02:22,1,2.7,-73.974542,40.790957,,,-73.97578199999998,40.758105,Credit,10.5,0.0,,2.1,0.0,12.6
143193,145623,4224308,CMT,2009-01-15 12:47:59,2009-01-15 13:05:40,2,3.3,-74.008972,40.718658,,,-74.006451,40.751187,Cash,12.1,0.0,,0.0,0.0,12.1
295142,300092,8707039,VTS,2009-01-15 12:48:00,2009-01-15 13:02:00,1,2.64,-74.007463,40.728725,,,-73.995468,40.756358,CASH,9.3,0.0,,0.0,0.0,9.3
321583,326996,9483046,VTS,2009-01-15 12:48:00,2009-01-15 12:57:00,1,1.5,-73.95297999999998,40.77247,,,-73.970042,40.762523,CASH,7.3,0.0,,0.0,0.0,7.3
475202,483205,14000336,VTS,2009-01-15 12:48:00,2009-01-15 12:58:00,1,1.88,-73.98541199999998,40.762302,,,-73.982438,40.777265,CASH,7.7,0.0,,0.0,0.0,7.7
292218,297132,8618929,VTS,2009-01-15 12:48:00,2009-01-15 13:00:00,1,1.85,-73.981865,40.778807,,,-73.959653,40.77381,CASH,8.9,0.0,,0.0,0.0,8.9
280834,285546,8285813,VTS,2009-01-15 12:48:00,2009-01-15 13:08:00,2,2.46,-73.89054299999998,40.746202,,,-73.880753,40.744653,CASH,12.1,0.0,,0.0,0.0,12.1
245334,249429,7236281,VTS,2009-01-15 12:48:00,2009-01-15 12:54:00,1,0.8499999999999999,-73.981082,40.753098,,,-73.972423,40.746375,CASH,4.9,0.0,,0.0,0.0,4.9
256767,261062,7572744,VTS,2009-01-15 12:48:00,2009-01-15 13:02:00,4,4.92,-74.015583,40.714198,,,-73.99691699999998,40.725152,CASH,14.5,0.0,,0.0,0.0,14.5
457976,465667,13492649,VTS,2009-01-15 12:48:00,2009-01-15 12:49:00,1,0.3599999999999999,-73.959862,40.776212,,,-73.956772,40.779787,CASH,3.3,0.0,,0.0,0.0,3.3
235523,239444,6946658,VTS,2009-01-15 12:48:00,2009-01-15 12:55:00,1,0.56,-73.95107799999998,40.782557,,,-73.953412,40.788247,CASH,5.3,0.0,,0.0,0.0,5.3
323542,328988,9540764,VTS,2009-01-15 12:48:00,2009-01-15 13:03:00,1,1.3,-73.997775,40.745043,,,-73.981183,40.750123,CASH,9.3,0.0,,0.0,0.0,9.3
373724,379995,11016267,VTS,2009-01-15 12:48:00,2009-01-15 13:03:00,1,2.77,-73.970217,40.788795,,,-73.96957299999998,40.758462,Credit,11.3,0.0,,1.7,0.0,13.0
443286,450737,13063124,VTS,2009-01-15 12:48:00,2009-01-15 12:52:00,1,0.91,-73.95443,40.789682,,,-73.95637,40.779823,CASH,4.5,0.0,,0.0,0.0,4.5
46480,47282,1364852,VTS,2009-01-15 12:48:00,2009-01-15 13:08:00,5,1.2,-73.99539199999998,40.73686,,,-73.991335,40.750113,CASH,10.5,0.0,,0.0,0.0,10.5
379421,385781,11184761,VTS,2009-01-15 12:48:00,2009-01-15 12:55:00,1,1.41,-73.939632,40.747322,,,-73.934075,40.750927,CASH,6.1,0.0,,0.0,0.0,6.1
239348,243321,7059877,VTS,2009-01-15 12:48:00,2009-01-15 13:02:00,5,1.47,-73.985838,40.757133,,,-73.972223,40.76108,Credit,8.5,0.0,,1.5,0.0,10.0
96327,97978,2844494,VTS,2009-01-15 12:48:00,2009-01-15 12:59:00,1,1.48,-73.95912,40.763378,,,-73.98129799999998,40.774463,CASH,7.7,0.0,,0.0,0.0,7.7
131552,133793,3888670,VTS,2009-01-15 12:48:00,2009-01-15 12:57:00,1,1.6,-73.981283,40.768285,,,-73.98707,40.755505,CASH,7.3,0.0,,0.0,0.0,7.3
274888,279513,8108128,VTS,2009-01-15 12:48:00,2009-01-15 13:00:00,2,1.69,-73.98567199999998,40.746553,,,-73.971688,40.763562,CASH,8.099999999999998,0.0,,0.0,0.0,8.099999999999998
35757,36368,1047979,VTS,2009-01-15 12:48:00,2009-01-15 12:55:00,1,1.19,-73.97949699999998,40.75273,,,-73.989163,40.74034,CASH,5.7,0.0,,0.0,0.0,5.7
328816,334326,9694016,VTS,2009-01-15 12:48:00,2009-01-15 13:04:00,5,5.64,-73.981272,40.74966,,,-74.017177,40.705332,Credit,15.3,0.0,,3.06,0.0,18.36
133952,136229,3957462,VTS,2009-01-15 12:48:00,2009-01-15 13:01:00,3,3.02,-73.985313,40.760248,,,-73.96248,40.778865,CASH,10.5,0.0,,0.0,0.0,10.5
301181,306239,8884093,DDS,2009-01-15 12:48:00,2009-01-15 13:01:10,1,1.7,-73.98026,40.77038,,,-73.98135,40.751383,CREDIT,8.099999999999998,0.0,,2.0,0.0,10.1
391543,398127,11545290,VTS,2009-01-15 12:48:00,2009-01-15 13:01:00,5,1.72,-73.980523,40.782937,,,-73.961613,40.771555,CASH,8.9,0.0,,0.0,0.0,8.9
261317,265681,7705954,VTS,2009-01-15 12:48:00,2009-01-15 12:50:00,1,1.73,-73.96333199999998,40.798507,,,-73.963325,40.808483,Credit,6.5,0.0,,2.0,0.0,8.5
257282,261581,7587790,VTS,2009-01-15 12:48:00,2009-01-15 12:51:00,3,0.5999999999999999,-73.971795,40.79198,,,-73.97105,40.798278,CASH,4.1,0.0,,0.0,0.0,4.1
28942,29425,845141,VTS,2009-01-15 12:48:00,2009-01-15 13:01:00,2,2.15,-73.966665,40.760862,,,-73.991262,40.762823,CASH,8.9,0.0,,0.0,0.0,8.9
407304,414138,12010290,VTS,2009-01-15 12:48:00,2009-01-15 12:59:00,1,1.14,-73.989985,40.732333,,,-73.979685,40.74293,CASH,7.3,0.0,,0.0,0.0,7.3
1398,1414,39889,VTS,2009-01-15 12:48:00,2009-01-15 13:03:00,1,3.11,-74.01183799999998,40.706645,,,-73.988388,40.690732,CASH,11.3,0.0,,0.0,0.0,11.3
164621,167360,4851142,VTS,2009-01-15 12:48:00,2009-01-15 13:05:00,2,4.65,-74.01139999999998,40.707263,,,-73.99535199999998,40.759668,CASH,13.7,0.0,,0.0,0.0,13.7
380945,387337,11231322,VTS,2009-01-15 12:48:00,2009-01-15 12:55:00,1,1.23,-73.98098299999998,40.729792,,,-73.98844699999998,40.741375,Credit,5.7,0.0,,1.3,0.0,7.0
257147,261445,7583788,VTS,2009-01-15 12:48:00,2009-01-15 12:54:00,1,0.92,-73.996055,40.732193,,,-73.999303,40.721882,CASH,5.3,0.0,,0.0,0.0,5.3
9481,9624,277539,VTS,2009-01-15 12:48:00,2009-01-15 12:54:00,2,0.9399999999999998,-73.989762,40.751157,,,-73.97564199999998,40.745917,CASH,5.3,0.0,,0.0,0.0,5.3
36987,37620,1085142,VTS,2009-01-15 12:48:00,2009-01-15 13:03:00,5,1.15,-73.991372,40.749775,,,-74.00112799999998,40.759763,CASH,8.5,0.0,,0.0,0.0,8.5
21030,21371,614957,VTS,2009-01-15 12:48:00,2009-01-15 12:48:00,5,1.15,-73.99172299999998,40.752898,,,-73.98317199999998,40.766762,CASH,6.1,0.0,,0.0,0.0,6.1
88040,89546,2596984,VTS,2009-01-15 12:48:00,2009-01-15 12:59:00,2,2.24,-73.976455,40.763645,,,-73.978947,40.740512,CASH,8.5,0.0,,0.0,0.0,8.5
231478,235335,6827327,VTS,2009-01-15 12:48:00,2009-01-15 12:55:00,1,1.99,-73.962247,40.776342,,,-73.985073,40.769323,Credit,7.7,0.0,,1.5,0.0,9.2
231477,235334,6827316,VTS,2009-01-15 12:48:00,2009-01-15 12:53:00,1,0.7099999999999999,-73.98505,40.745003,,,-73.97762,40.750305,CASH,4.5,0.0,,0.0,0.0,4.5
9400,9543,274967,VTS,2009-01-15 12:48:00,2009-01-15 13:03:00,1,4.29,-74.00964,40.720295,,,-73.9805,40.764827,CASH,12.9,0.0,,0.0,0.0,12.9
314510,319794,9275911,VTS,2009-01-15 12:48:00,2009-01-15 12:49:00,5,0.2999999999999999,-73.976478,40.75705,,,-73.975578,40.760488,CASH,2.9,0.0,,0.0,0.0,2.9
254975,259242,7520238,VTS,2009-01-15 12:48:00,2009-01-15 12:54:00,5,0.84,-73.96767699999998,40.762515,,,-73.978132,40.761757,CASH,4.9,0.0,,0.0,0.0,4.9
51194,52079,1505160,VTS,2009-01-15 12:48:00,2009-01-15 13:01:00,1,1.42,-73.977615,40.754242,,,-73.96329699999998,40.769217,CASH,8.5,0.0,,0.0,0.0,8.5
151180,153730,4459341,VTS,2009-01-15 12:48:00,2009-01-15 13:13:00,1,12.52,-73.885243,40.772953,,,-73.97157,40.756762,CASH,29.7,0.0,,0.0,4.15,33.85
397881,404562,11731973,VTS,2009-01-15 12:48:00,2009-01-15 13:07:00,1,1.67,-73.95699299999998,40.770777,,,-73.976308,40.759202,CASH,10.1,0.0,,0.0,0.0,10.1
194763,197993,5741034,VTS,2009-01-15 12:48:00,2009-01-15 12:59:00,6,2.88,-73.93848,40.795855,,,-73.965462,40.761887,Credit,9.3,0.0,,2.0,0.0,11.3
82889,84317,2444070,VTS,2009-01-15 12:48:00,2009-01-15 13:00:00,1,1.85,-73.98998799999998,40.737673,,,-73.97319799999998,40.758707,Credit,9.3,0.0,,2.0,0.0,11.3
158459,161103,4668466,VTS,2009-01-15 12:48:00,2009-01-15 12:58:00,5,1.82,-73.97288,40.76252,,,-73.98739,40.74405,Credit,9.7,0.0,,2.0,0.0,11.7
42487,43217,1247589,VTS,2009-01-15 12:48:00,2009-01-15 12:59:00,2,1.54,-73.97780799999998,40.759302,,,-73.98080199999998,40.743472,CASH,7.7,0.0,,0.0,0.0,7.7
451803,459393,13311195,VTS,2009-01-15 12:48:00,2009-01-15 13:08:00,1,2.51,-73.99453699999998,40.727432,,,-73.989282,40.749058,CASH,11.3,0.0,,0.0,0.0,11.3
42436,43165,1245525,VTS,2009-01-15 12:48:00,2009-01-15 13:00:00,5,1.83,-73.979225,40.749985,,,-73.987502,40.728523,CASH,8.099999999999998,0.0,,0.0,0.0,8.099999999999998
444903,452380,13111538,VTS,2009-01-15 12:48:00,2009-01-15 12:55:00,1,0.96,-73.98539499999998,40.763892,,,-73.970287,40.761675,CASH,5.3,0.0,,0.0,0.0,5.3
8722,8856,254657,VTS,2009-01-15 12:48:00,2009-01-15 13:22:00,2,12.17,-73.987775,40.752862,,,-73.86526999999998,40.770682,Credit,30.5,0.0,,6.1,4.15,40.75
338445,344133,9979263,VTS,2009-01-15 12:48:00,2009-01-15 12:59:00,2,1.53,-74.006685,40.751243,,,-73.985577,40.752837,CASH,7.7,0.0,,0.0,0.0,7.7
467553,475437,13774110,VTS,2009-01-15 12:48:00,2009-01-15 12:56:00,1,1.32,-73.99171,40.755203,,,-73.976557,40.764378,CASH,6.1,0.0,,0.0,0.0,6.1
181061,184084,5339424,VTS,2009-01-15 12:48:00,2009-01-15 12:55:00,5,1.35,-73.973752,40.76286,,,-73.962885,40.77637,Credit,7.3,0.0,,2.0,0.0,9.3
308549,313745,9101880,VTS,2009-01-15 12:48:00,2009-01-15 13:04:00,2,3.79,-73.958357,40.810603,,,-73.97073,40.767337,CASH,12.1,0.0,,0.0,0.0,12.1
369610,375821,10893253,VTS,2009-01-15 12:48:00,2009-01-15 12:50:00,1,0.3499999999999999,-73.974997,40.750248,,,-73.97261299999998,40.754412,CASH,3.3,0.0,,0.0,0.0,3.3
269653,274168,7952640,VTS,2009-01-15 12:48:00,2009-01-15 12:57:00,1,1.78,-74.006288,40.739748,,,-73.997702,40.723835,Credit,8.9,0.0,,3.0,0.0,11.9
432731,439989,12752896,VTS,2009-01-15 12:48:00,2009-01-15 12:59:00,1,1.48,-73.98380199999998,40.764172,,,-73.981207,40.781388,CASH,7.7,0.0,,0.0,0.0,7.7
369604,375815,10893238,VTS,2009-01-15 12:48:00,2009-01-15 12:57:00,5,1.43,-73.99284799999998,40.74252,,,-73.981583,40.758958,CASH,6.9,0.0,,0.0,0.0,6.9
368226,374413,10851273,VTS,2009-01-15 12:48:00,2009-01-15 12:58:00,1,0.96,-74.00390199999998,40.730048,,,-73.993655,40.741215,Credit,6.9,0.0,,1.0,0.0,7.9
100312,102038,2963929,VTS,2009-01-15 12:48:00,2009-01-15 12:56:00,1,1.96,-73.97769499999998,40.753253,,,-73.954955,40.765405,CASH,7.3,0.0,,0.0,0.0,7.3
156244,158861,4606303,VTS,2009-01-15 12:48:00,2009-01-15 12:52:00,5,1.27,-74.002058,40.739552,,,-73.999857,40.725612,Credit,5.7,0.0,,1.0,0.0,6.7
318348,323705,9388070,VTS,2009-01-15 12:48:00,2009-01-15 12:57:00,2,1.3,-73.98126,40.780842,,,-73.98249699999998,40.76379,CASH,6.9,0.0,,0.0,0.0,6.9
366263,372416,10794149,VTS,2009-01-15 12:48:00,2009-01-15 12:51:00,1,0.31,-73.96680499999998,40.769973,,,-73.961917,40.768607,CASH,3.7,0.0,,0.0,0.0,3.7
434670,441966,12810556,VTS,2009-01-15 12:48:00,2009-01-15 12:55:00,1,1.24,-73.97268699999998,40.790828,,,-73.978755,40.777255,CASH,5.7,0.0,,0.0,0.0,5.7
89691,91233,2646100,VTS,2009-01-15 12:48:00,2009-01-15 12:55:00,1,1.92,-74.00755499999998,40.726057,,,-73.991595,40.73919,CASH,8.9,0.0,,0.0,0.0,8.9
425713,432849,12546140,VTS,2009-01-15 12:48:00,2009-01-15 12:56:00,2,1.67,-73.979928,40.780642,,,-73.95883,40.780942,CASH,6.9,0.0,,0.0,0.0,6.9
362465,368557,10683862,VTS,2009-01-15 12:48:00,2009-01-15 13:06:00,1,2.87,-73.999678,40.718408,,,-73.974863,40.749797,CASH,11.3,0.0,,0.0,0.0,11.3
23146,23523,679409,VTS,2009-01-15 12:48:00,2009-01-15 13:05:00,2,5.56,-74.007958,40.70643,,,-73.987205,40.750778,CASH,16.1,0.0,,0.0,0.0,16.1
350203,356103,10321468,VTS,2009-01-15 12:48:00,2009-01-15 13:34:00,1,14.26,-73.844228,40.721473,,,-73.80352,40.7074,Credit,40.9,0.0,,8.0,0.0,48.9
308682,313880,9106892,VTS,2009-01-15 12:48:00,2009-01-15 12:52:00,1,1.22,-73.969498,40.795142,,,-73.958318,40.810385,CASH,4.9,0.0,,0.0,0.0,4.9
142297,144716,4198857,VTS,2009-01-15 12:48:00,2009-01-15 12:59:00,1,0.93,-73.987177,40.7507,,,-73.988057,40.737842,CASH,6.9,0.0,,0.0,0.0,6.9
293377,298311,8656127,VTS,2009-01-15 12:48:00,2009-01-15 12:53:00,4,0.6099999999999999,-73.98814199999998,40.769703,,,-73.981892,40.774312,CASH,4.1,0.0,,0.0,0.0,4.1
477154,485192,14056602,VTS,2009-01-15 12:48:00,2009-01-15 13:08:00,5,3.01,-73.98621699999998,40.734568,,,-73.964152,40.771053,CASH,12.1,0.0,,0.0,0.0,12.1
80952,82350,2386836,VTS,2009-01-15 12:48:00,2009-01-15 12:54:00,5,1.64,-73.95648,40.78083,,,-73.97102499999998,40.795357,CASH,6.5,0.0,,0.0,0.0,6.5
425895,433032,12550994,VTS,2009-01-15 12:48:00,2009-01-15 12:53:00,1,0.84,-73.991003,40.7498,,,-73.981735,40.750303,CASH,4.5,0.0,,0.0,0.0,4.5
353854,359826,10430259,VTS,2009-01-15 12:48:00,2009-01-15 12:47:00,5,1.2,-73.967932,40.764788,,,-73.979962,40.753847,Credit,6.9,0.0,,2.0,0.0,8.9
350387,356290,10325964,VTS,2009-01-15 12:48:00,2009-01-15 13:09:00,3,2.14,-73.98273,40.764855,,,-73.96252,40.779138,CASH,11.3,0.0,,0.0,0.0,11.3
265282,269718,7823228,VTS,2009-01-15 12:48:00,2009-01-15 12:51:00,1,0.56,-73.975138,40.759202,,,-73.969425,40.766293,CASH,4.1,0.0,,0.0,0.0,4.1
58223,59238,1716473,VTS,2009-01-15 12:48:00,2009-01-15 12:49:00,1,0.81,-73.984488,40.724935,,,-73.996178,40.726312,Credit,4.5,0.0,,1.0,0.0,5.5
338991,344684,9994554,VTS,2009-01-15 12:48:00,2009-01-15 13:05:00,1,3.37,-73.954887,40.765427,,,-73.97237699999998,40.796597,CASH,12.1,0.0,,0.0,0.0,12.1
142541,144961,4205911,VTS,2009-01-15 12:48:00,2009-01-15 12:48:00,1,1.12,-73.95824,40.773007,,,-73.947248,40.785148,CASH,4.9,0.0,,0.0,0.0,4.9
302595,307684,8928011,VTS,2009-01-15 12:48:00,2009-01-15 12:53:00,1,1.08,-73.983225,40.730535,,,-73.973995,40.744035,CASH,5.3,0.0,,0.0,0.0,5.3
189530,192674,5588564,VTS,2009-01-15 12:48:00,2009-01-15 12:56:00,5,1.39,-73.96172199999998,40.766925,,,-73.981975,40.77464,CASH,6.1,0.0,,0.0,0.0,6.1
459726,467447,13543572,VTS,2009-01-15 12:48:00,2009-01-15 12:55:00,5,1.38,-73.992568,40.714023,,,-73.980213,40.726323,CASH,6.5,0.0,,0.0,0.0,6.5
401382,408109,11835917,VTS,2009-01-15 12:48:00,2009-01-15 13:16:00,1,14.45,-74.014615,40.715812,,,-73.864937,40.77049,CASH,32.5,0.0,,0.0,0.0,32.5
476873,484908,14047457,VTS,2009-01-15 12:48:00,2009-01-15 13:00:00,5,1.52,-74.01092,40.71069,,,-73.99778999999998,40.724193,CASH,7.7,0.0,,0.0,0.0,7.7
323928,329379,9551548,VTS,2009-01-15 12:48:00,2009-01-15 12:51:00,1,0.14,-73.99346199999998,40.72182,,,-73.993747,40.720757,CASH,2.9,0.0,,0.0,0.0,2.9
132002,134245,3900201,VTS,2009-01-15 12:48:00,2009-01-15 12:57:00,1,1.18,-73.973703,40.762985,,,-73.984705,40.748192,CASH,6.5,0.0,,0.0,0.0,6.5
138033,140380,4075304,VTS,2009-01-15 12:48:00,2009-01-15 12:59:00,2,1.9,-73.95775299999998,40.78205,,,-73.97233799999998,40.757477,CASH,7.7,0.0,,0.0,0.0,7.7
332457,338022,9803528,VTS,2009-01-15 12:48:00,2009-01-15 12:53:00,2,0.39,-74.008018,40.73987,,,-74.002815,40.739293,CASH,4.1,0.0,,0.0,0.0,4.1
63259,64355,1864748,VTS,2009-01-15 12:48:00,2009-01-15 12:51:00,1,0.76,-73.967177,40.756368,,,-73.973158,40.747818,CASH,4.1,0.0,,0.0,0.0,4.1
117778,119781,3480863,VTS,2009-01-15 12:48:00,2009-01-15 12:56:00,5,0.76,-73.95766299999998,40.765453,,,-73.950452,40.775222,CASH,6.1,0.0,,0.0,0.0,6.1
310017,315237,9146044,VTS,2009-01-15 12:48:00,2009-01-15 13:07:00,2,2.01,-73.98506299999998,40.763458,,,-73.983147,40.742293,CASH,10.5,0.0,,0.0,0.0,10.5
332469,338034,9804223,VTS,2009-01-15 12:48:00,2009-01-15 12:52:00,5,0.8800000000000001,-73.968513,40.79964,,,-73.965213,40.790937,CASH,4.9,0.0,,0.0,0.0,4.9
135789,138095,4009462,VTS,2009-01-15 12:48:00,2009-01-15 13:05:00,2,2.69,-73.97270299999998,40.748732,,,-74.002662,40.728695,Credit,10.5,0.0,,2.0,0.0,12.5
184400,187472,5437009,VTS,2009-01-15 12:48:00,2009-01-15 13:02:00,1,11.67,-73.98434799999998,40.754443,,,-73.861593,40.768305,Credit,36.5,0.0,,0.0,4.15,40.65
399325,406027,11775967,VTS,2009-01-15 12:48:00,2009-01-15 12:53:00,1,0.89,-73.95368999999998,40.775168,,,-73.961867,40.76372,CASH,4.5,0.0,,0.0,0.0,4.5
377480,383819,11128312,VTS,2009-01-15 12:48:00,2009-01-15 12:54:00,4,1.26,-73.942318,40.801537,,,-73.942318,40.801537,CASH,5.7,0.0,,0.0,0.0,5.7
219593,223240,6475986,VTS,2009-01-15 12:48:00,2009-01-15 12:58:00,1,1.6,-73.973685,40.757928,,,-73.997077,40.752087,CASH,7.3,0.0,,0.0,0.0,7.3
165647,168405,4881564,VTS,2009-01-15 12:48:00,2009-01-15 12:52:00,1,1.03,-73.98160199999998,40.762595,,,-73.981708,40.751728,Credit,5.7,0.0,,0.8,0.0,6.5
63167,64262,1861841,VTS,2009-01-15 12:48:00,2009-01-15 12:53:00,5,0.9,-73.953325,40.775842,,,-73.95296,40.779947,CASH,4.9,0.0,,0.0,0.0,4.9
202653,206019,5976253,VTS,2009-01-15 12:48:00,2009-01-15 12:53:00,1,0.5999999999999999,-73.98336999999998,40.738888,,,-73.985702,40.7448,CASH,4.5,0.0,,0.0,0.0,4.5
460907,468647,13578089,VTS,2009-01-15 12:48:00,2009-01-15 12:58:00,2,1.25,-73.98492799999998,40.741798,,,-74.001025,40.736807,CASH,6.5,0.0,,0.0,0.0,6.5
344403,350204,10151631,VTS,2009-01-15 12:48:00,2009-01-15 12:54:00,1,1.16,-73.99799299999998,40.755973,,,-73.98465,40.748478,CASH,5.3,0.0,,0.0,0.0,5.3
187819,190931,5535686,VTS,2009-01-15 12:48:00,2009-01-15 13:07:00,1,2.8,-73.980382,40.785175,,,-73.97207199999998,40.756098,Credit,10.9,0.0,,1.1,0.0,12.0
128089,130252,3781114,CMT,2009-01-15 12:48:00,2009-01-15 13:05:42,1,4.7,-73.93847499999998,40.804814,,,-73.98155,40.765255,Cash,13.7,0.0,,0.0,0.0,13.7
286449,291266,8450984,VTS,2009-01-15 12:48:00,2009-01-15 12:57:00,1,1.68,-73.965973,40.768667,,,-73.946948,40.780002,CASH,6.9,0.0,,0.0,0.0,6.9
91529,93095,2700093,VTS,2009-01-15 12:48:00,2009-01-15 12:59:00,2,2.39,-73.979268,40.766598,,,-74.00600199999998,40.750115,CASH,8.9,0.0,,0.0,0.0,8.9
284685,289461,8398650,VTS,2009-01-15 12:48:00,2009-01-15 12:56:00,5,2.04,-73.963047,40.7779,,,-73.984288,40.759208,CASH,7.7,0.0,,0.0,0.0,7.7
330376,335910,9739792,VTS,2009-01-15 12:48:00,2009-01-15 13:04:00,1,1.94,-73.97052499999998,40.76123,,,-73.989063,40.739803,Credit,9.3,0.0,,2.0,0.0,11.3
220827,224498,6513180,VTS,2009-01-15 12:48:00,2009-01-15 12:58:00,1,1.26,-73.980725,40.730715,,,-73.998148,40.728988,CASH,6.9,0.0,,0.0,0.0,6.9
343962,349757,10138726,VTS,2009-01-15 12:48:00,2009-01-15 12:56:00,1,1.14,-73.984623,40.760545,,,-73.978515,40.75088,Credit,6.5,0.0,,3.0,0.0,9.5
220597,224266,6506721,VTS,2009-01-15 12:48:00,2009-01-15 13:05:00,5,2.18,-73.966215,40.764732,,,-73.953353,40.788658,CASH,10.1,0.0,,0.0,0.0,10.1
220589,224257,6506646,VTS,2009-01-15 12:48:00,2009-01-15 13:02:00,1,2.0,-73.993357,40.757995,,,-73.988935,40.7726,CASH,7.3,0.0,,0.0,0.0,7.3
56908,57899,1676928,VTS,2009-01-15 12:48:00,2009-01-15 12:56:00,1,0.98,-73.984553,40.757688,,,-73.969668,40.757458,CASH,5.7,0.0,,0.0,0.0,5.7
346773,352608,10218282,VTS,2009-01-15 12:48:00,2009-01-15 13:01:00,5,2.04,-73.980067,40.763685,,,-73.98149499999998,40.753327,CASH,8.9,0.0,,0.0,0.0,8.9
440812,448222,12992100,VTS,2009-01-15 12:48:00,2009-01-15 13:04:00,1,4.97,-74.008358,40.705112,,,-73.993393,40.755813,CASH,14.5,0.0,,0.0,0.0,14.5
63546,64643,1871862,VTS,2009-01-15 12:48:00,2009-01-15 12:58:00,1,0.8299999999999998,-73.97784699999998,40.754145,,,-73.981943,40.748888,Credit,6.5,0.0,,1.5,0.0,8.0
346775,352610,10218285,VTS,2009-01-15 12:48:00,2009-01-15 13:05:00,2,2.34,-73.967787,40.760268,,,-73.982343,40.776897,CASH,10.9,0.0,,0.0,0.0,10.9
152739,155307,4504605,VTS,2009-01-15 12:48:00,2009-01-15 12:55:00,2,1.28,-73.98999999999998,40.756482,,,-73.99144699999998,40.770307,CASH,6.1,0.0,,0.0,0.0,6.1
10713,10881,314601,VTS,2009-01-15 12:48:00,2009-01-15 13:02:00,2,2.16,-73.971777,40.762102,,,-73.99194699999998,40.748552,CASH,9.3,0.0,,0.0,0.0,9.3
7497,7610,217597,VTS,2009-01-15 12:48:00,2009-01-15 12:53:00,1,1.29,-73.984707,40.747832,,,-73.968868,40.749645,Credit,6.5,0.0,,1.5,0.0,8.0
135949,138257,4015318,VTS,2009-01-15 12:48:00,2009-01-15 12:59:00,1,1.94,-73.977495,40.757173,,,-73.959092,40.777575,CASH,8.5,0.0,,0.0,0.0,8.5
44419,45188,1305388,VTS,2009-01-15 12:48:00,2009-01-15 12:51:00,6,0.28,-73.98219299999998,40.770238,,,-73.982397,40.774593,CASH,3.7,0.0,,0.0,0.0,3.7
95148,96771,2807948,VTS,2009-01-15 12:48:00,2009-01-15 12:53:00,5,0.76,-73.95828199999998,40.775372,,,-73.96532,40.76606,CASH,4.5,0.0,,0.0,0.0,4.5
